city,state_name,lat,lng,population,location_id
Acworth,Georgia,34.0566,-84.6716,22318,3043
DeBary,Florida,28.8815,-81.324,22310,3044
Brushy Creek,Texas,30.5128,-97.7386,22282,3045
Ruston,Louisiana,32.5328,-92.6363,22282,3046
Mountain Brook,Alabama,33.4871,-86.74,22259,3047
Marina,California,36.681,-121.7892,22253,3048
Kihei,Hawaii,20.7653,-156.4454,22247,3049
West Carson,California,33.8229,-118.2931,22240,3050
Silver Firs,Washington,47.8635,-122.1497,22230,3051
Sunny Isles Beach,Florida,25.9385,-80.1246,22202,3052
Chalmette,Louisiana,29.9438,-89.966,22192,3053
McNair,Virginia,38.9513,-77.4115,22187,3054
Granite Bay,California,38.7601,-121.1714,22180,3055
Ensley,Florida,30.5259,-87.2733,22148,3056
Golden Valley,Minnesota,44.9901,-93.3591,22142,3057
West Rancho Dominguez,California,33.9057,-118.2683,22141,3058
World Golf Village,Florida,29.9654,-81.4896,22137,3059
Ramona,California,33.0474,-116.8766,22118,3060
Evans,Colorado,40.366,-104.739,22092,3061
Clarksville,Indiana,38.322,-85.7673,22087,3062
Montclair,Virginia,38.6111,-77.34,22083,3063
West Puente Valley,California,34.0513,-117.9681,22074,3064
Hastings,Minnesota,44.7318,-92.8538,22063,3065
Oxford,Ohio,39.5061,-84.7446,22051,3066
Lorton,Virginia,38.6983,-77.2164,22049,3067
East Ridge,Tennessee,34.9973,-85.2285,22040,3068
Carbondale,Illinois,37.7221,-89.2237,22039,3069
Sapulpa,Oklahoma,36.0091,-96.1003,22030,3070
Oxford,Alabama,33.5967,-85.8687,22019,3071
Chillicothe,Ohio,39.3393,-82.9939,22002,3072
Sanford,Maine,43.4244,-70.7573,21986,3073
Darien,Illinois,41.7448,-87.9822,21953,3074
Valinda,California,34.04,-117.93,21952,3075
Chambersburg,Pennsylvania,39.9315,-77.6556,21917,3076
St. Andrews,South Carolina,34.051,-81.1057,21909,3077
Pascagoula,Mississippi,30.3666,-88.5506,21904,3078
North Salt Lake,Utah,40.8439,-111.9187,21875,3079
Hillsborough,New Jersey,40.5069,-74.6523,21865,3080
Middleton,Wisconsin,43.1064,-89.5059,21864,3081
New Castle,Pennsylvania,40.9956,-80.3458,21863,3082
Port Hueneme,California,34.1618,-119.2036,21847,3083
Massapequa,New York,40.6676,-73.4706,21845,3084
Mount Pleasant,Michigan,43.5966,-84.7759,21826,3085
Columbia Heights,Minnesota,45.0484,-93.2472,21822,3086
Hayesville,Oregon,44.9793,-122.9738,21822,3087
Klamath Falls,Oregon,42.2195,-121.7754,21806,3088
Parsippany,New Jersey,40.8645,-74.4135,21806,3089
Avon,Indiana,39.7601,-86.3916,21783,3090
Langley Park,Maryland,38.9897,-76.9808,21778,3091
Silverdale,Washington,47.6663,-122.6828,21774,3092
Sedalia,Missouri,38.7059,-93.234,21767,3093
Lakeside,California,32.856,-116.904,21759,3094
Selden,New York,40.8714,-73.0466,21759,3095
South Euclid,Ohio,41.524,-81.5245,21754,3096
Birmingham,Michigan,42.5446,-83.2166,21738,3097
Shelby,North Carolina,35.2904,-81.5451,21712,3098
Yucca Valley,California,34.1234,-116.4216,21700,3099
Duarte,California,34.161,-117.9504,21686,3100
Del City,Oklahoma,35.4483,-97.4408,21682,3101
Gallup,New Mexico,35.5182,-108.7431,21672,3102
American Canyon,California,38.1796,-122.2583,21669,3103
New Hope,Minnesota,45.0375,-93.3869,21620,3104
Alliance,Ohio,40.9107,-81.1189,21603,3105
Tukwila,Washington,47.475,-122.2728,21569,3106
Fulshear,Texas,29.693,-95.8804,21552,3107
Rocky River,Ohio,41.4702,-81.8525,21552,3108
Mililani Mauka,Hawaii,21.4756,-157.9948,21546,3109
Ashland,Kentucky,38.4592,-82.6448,21542,3110
Payson,Utah,40.0355,-111.739,21529,3111
Lino Lakes,Minnesota,45.1679,-93.083,21525,3112
Celina,Texas,33.3154,-96.7941,21501,3113
Holiday,Florida,28.1864,-82.7429,21495,3114
Harvey,Louisiana,29.8876,-90.0666,21485,3115
Dickinson,Texas,29.4548,-95.0589,21475,3116
Secaucus,New Jersey,40.781,-74.0659,21470,3117
Ozark,Missouri,37.0365,-93.2158,21459,3118
East Patchogue,New York,40.7704,-72.9817,21449,3119
Rio Rico,Arizona,31.4957,-110.9885,21447,3120
Four Square Mile,Colorado,39.6808,-104.888,21420,3121
Ashland,Oregon,42.1905,-122.6992,21401,3122
Geneva,Illinois,41.8833,-88.3242,21390,3123
Pleasant Prairie,Wisconsin,42.5266,-87.8895,21373,3124
Seymour,Indiana,38.9476,-85.8911,21373,3125
Mukilteo,Washington,47.9096,-122.3035,21365,3126
Mountlake Terrace,Washington,47.7921,-122.3077,21350,3127
South Lake Tahoe,California,38.9393,-119.9828,21346,3128
Lindenwold,New Jersey,39.8173,-74.9898,21337,3129
Vicksburg,Mississippi,32.3173,-90.8868,21337,3130
Winter Gardens,California,32.8376,-116.9268,21320,3131
South Holland,Illinois,41.5977,-87.6022,21287,3132
Sulphur,Louisiana,30.2286,-93.3566,21286,3133
Dolton,Illinois,41.6284,-87.5979,21283,3134
Clemmons,North Carolina,36.0319,-80.3861,21281,3135
Perry,Georgia,32.472,-83.7283,21279,3136
Yorkville,Illinois,41.6563,-88.4507,21273,3137
Baldwin,Pennsylvania,40.369,-79.9669,21266,3138
Elmwood Park,New Jersey,40.9049,-74.1201,21261,3139
West Pensacola,Florida,30.4263,-87.2679,21246,3140
Carrboro,North Carolina,35.9259,-79.0878,21242,3141
Suwanee,Georgia,34.0508,-84.0686,21238,3142
Lealman,Florida,27.8197,-82.6847,21237,3143
Rose Hill,Virginia,38.7872,-77.1085,21203,3144
Milwaukie,Oregon,45.4445,-122.6219,21195,3145
Bayou Cane,Louisiana,29.6243,-90.751,21142,3146
Foley,Alabama,30.3983,-87.665,21113,3147
Hays,Kansas,38.8821,-99.3221,21111,3148
Tullahoma,Tennessee,35.3721,-86.2172,21107,3149
Gardner,Massachusetts,42.5845,-71.9868,21090,3150
North Bellmore,New York,40.6904,-73.539,21070,3151
North Ogden,Utah,41.3123,-111.9584,21065,3152
Makakilo,Hawaii,21.3591,-158.0813,21055,3153
Park Forest,Illinois,41.4817,-87.6867,21042,3154
Helena,Alabama,33.2837,-86.8791,21036,3155
Wade Hampton,South Carolina,34.8821,-82.3336,21029,3156
Stephenville,Texas,32.2147,-98.2205,21020,3157
Willmar,Minnesota,45.1216,-95.0569,21006,3158
Merrick,New York,40.6515,-73.5535,21004,3159
Lebanon,Ohio,39.4254,-84.2133,20999,3160
Mineola,New York,40.747,-73.6394,20940,3161
East Moline,Illinois,41.5199,-90.3879,20937,3162
Green Valley,Arizona,31.8393,-111.0009,20937,3163
Louisville,Colorado,39.971,-105.1441,20920,3164
Fort Walton Beach,Florida,30.4255,-86.6222,20919,3165
Five Corners,Washington,45.6883,-122.5738,20916,3166
Snellville,Georgia,33.8562,-84.0038,20895,3167
Battle Ground,Washington,45.7766,-122.5413,20888,3168
Germantown,Wisconsin,43.2343,-88.1217,20885,3169
Murphy,Texas,33.0186,-96.6105,20880,3170
Hyattsville,Maryland,38.9613,-76.9548,20851,3171
Carlisle,Pennsylvania,40.2,-77.2034,20846,3172
Arnold,Missouri,38.4297,-90.3733,20840,3173
West St. Paul,Minnesota,44.9018,-93.0858,20820,3174
Murrysville,Pennsylvania,40.4456,-79.6554,20820,3175
Covington,Washington,47.3667,-122.1045,20814,3176
Lockport,New York,43.1698,-78.6956,20808,3177
Grayslake,Illinois,42.3405,-88.0338,20801,3178
Mill Creek,Washington,47.8631,-122.2037,20797,3179
Bryant,Arkansas,34.6152,-92.4914,20750,3180
Hanahan,South Carolina,32.9302,-80.0027,20731,3181
St. John,Indiana,41.4429,-87.4697,20727,3182
Ennis,Texas,32.3254,-96.6347,20709,3183
Parma Heights,Ohio,41.3865,-81.7637,20706,3184
Lennox,California,33.938,-118.3586,20687,3185
South Milwaukee,Wisconsin,42.912,-87.8627,20678,3186
Marquette,Michigan,46.544,-87.4082,20673,3187
Waxhaw,North Carolina,34.9363,-80.7439,20665,3188
Lomita,California,33.7933,-118.3175,20662,3189
Mesquite,Nevada,36.8032,-114.133,20659,3190
Rosamond,California,34.8658,-118.2155,20654,3191
Montgomery,Illinois,41.7237,-88.3633,20644,3192
Bethany,Oklahoma,35.5071,-97.6418,20620,3193
Pittsburg,Kansas,37.4129,-94.6985,20610,3194
Hurricane,Utah,37.1487,-113.3517,20609,3195
Adrian,Michigan,41.8994,-84.0447,20607,3196
South St. Paul,Minnesota,44.8877,-93.0411,20598,3197
Nanuet,New York,41.0957,-74.0155,20586,3198
Mead Valley,California,33.8333,-117.2852,20581,3199
Pleasantville,New Jersey,39.39,-74.5169,20562,3200
Libertyville,Illinois,42.287,-87.967,20555,3201
Forest Lake,Minnesota,45.2536,-92.9582,20553,3202
Bothell West,Washington,47.8056,-122.2401,20530,3203
Mustang,Oklahoma,35.3917,-97.7246,20518,3204
Northfield,Minnesota,44.455,-93.1698,20518,3205
Elko,Nevada,40.8381,-115.7678,20513,3206
Stevenson Ranch,California,34.3894,-118.5883,20484,3207
Golden,Colorado,39.7406,-105.2118,20461,3208
Otsego,Minnesota,45.266,-93.6201,20455,3209
Saco,Maine,43.539,-70.4624,20446,3210
Piqua,Ohio,40.1506,-84.2441,20441,3211
Imperial,California,32.839,-115.572,20430,3212
Hauppauge,New York,40.8211,-73.2109,20401,3213
Monroe,Michigan,41.9155,-83.3849,20400,3214
Montrose,Colorado,38.4689,-107.859,20394,3215
West Hempstead,New York,40.6959,-73.6507,20393,3216
North Liberty,Iowa,41.7438,-91.6112,20393,3217
Old Jamestown,Missouri,38.8394,-90.2847,20387,3218
Painesville,Ohio,41.724,-81.2536,20387,3219
La Ca̱ada Flintridge,California,34.2097,-118.2002,20378,3220
Sidney,Ohio,40.2891,-84.1667,20350,3221
Altamont,Oregon,42.198,-121.7248,20345,3222
Westbrook,Maine,43.6954,-70.3539,20339,3223
North Amityville,New York,40.7005,-73.4119,20336,3224
Salmon Creek,Washington,45.7099,-122.6632,20312,3225
Lynbrook,New York,40.6579,-73.6742,20299,3226
East Northport,New York,40.8791,-73.3233,20287,3227
Sherwood,Oregon,45.3594,-122.8427,20286,3228
Marion Oaks,Florida,29.0011,-82.1953,20283,3229
Oroville,California,39.4999,-121.5634,20283,3230
Arlington,Washington,48.1701,-122.1442,20263,3231
East Hemet,California,33.7301,-116.941,20261,3232
Frankfort,Illinois,41.4892,-87.8363,20260,3233
South Burlington,Vermont,44.4622,-73.2202,20241,3234
Palisades Park,New Jersey,40.8472,-73.9966,20231,3235
Ypsilanti,Michigan,42.244,-83.6208,20204,3236
Shafter,California,35.4794,-119.2013,20162,3237
Midway,Florida,30.4169,-87.0229,20141,3238
Arbutus,Maryland,39.2428,-76.6922,20135,3239
Portland,Texas,27.8942,-97.3278,20130,3240
Mayfield Heights,Ohio,41.5174,-81.4534,20127,3241
Morristown,New Jersey,40.7967,-74.4772,20126,3242
Plainview,Texas,34.1911,-101.7235,20113,3243
Culpeper,Virginia,38.4704,-78.0001,20105,3244
Westminster,Maryland,39.5796,-77.0067,20099,3245
Buckhall,Virginia,38.7239,-77.4476,20095,3246
La Crescenta-Montrose,California,34.2322,-118.2353,20092,3247
Agoura Hills,California,34.151,-118.7609,20088,3248
Rosedale,Maryland,39.3266,-76.5084,20058,3249
Casa de Oro-Mount Helix,California,32.764,-116.9688,20055,3250
Meadowbrook,Virginia,37.4301,-77.474,20047,3251
Harvey,Illinois,41.6076,-87.652,20035,3252
Whitehall,Ohio,39.9682,-82.8833,20035,3253
Albany,California,37.8897,-122.3018,20027,3254
Rolla,Missouri,37.9459,-91.7607,20025,3255
Howard,Wisconsin,44.5703,-88.0928,20022,3256
Altoona,Iowa,41.6483,-93.4783,20017,3257
Port Angeles,Washington,48.1141,-123.4565,20007,3258
Forest Park,Ohio,39.2861,-84.5258,20005,3259
Sand Springs,Oklahoma,36.1353,-96.1283,19925,3260
Merrifield,Virginia,38.8731,-77.2426,19923,3261
Affton,Missouri,38.5499,-90.3264,19922,3262
Plattsburgh,New York,44.6951,-73.4563,19907,3263
Oregon,Ohio,41.6524,-83.4321,19896,3264
Hunters Creek,Florida,28.361,-81.4358,19895,3265
Crest Hill,Illinois,41.5723,-88.1124,19886,3266
Mokena,Illinois,41.5327,-87.8781,19886,3267
Miamisburg,Ohio,39.6322,-84.2724,19877,3268
Homewood,Illinois,41.5591,-87.661,19868,3269
Broadview Heights,Ohio,41.3196,-81.6779,19815,3270
Lincolnia,Virginia,38.8158,-77.1543,19812,3271
Alamo,Texas,26.181,-98.1177,19811,3272
Universal City,Texas,29.5521,-98.3074,19798,3273
Palm Valley,Florida,30.2011,-81.3948,19766,3274
Lackawanna,New York,42.8182,-78.8325,19762,3275
Nogales,Arizona,31.3624,-110.9336,19761,3276
Lake Zurich,Illinois,42.1956,-88.087,19749,3277
Evergreen Park,Illinois,41.7213,-87.7013,19730,3278
Claremore,Oklahoma,36.3146,-95.6095,19724,3279
Beltsville,Maryland,39.0394,-76.9211,19704,3280
Kinston,North Carolina,35.2747,-77.5939,19704,3281
South El Monte,California,34.0493,-118.0484,19694,3282
Shelbyville,Indiana,39.5352,-85.7793,19678,3283
Monroe,Washington,47.8595,-121.9851,19632,3284
Forest Park,Georgia,33.6209,-84.359,19619,3285
Arvin,California,35.1944,-118.8306,19613,3286
Punta Gorda,Florida,26.8941,-82.0513,19605,3287
Brigham City,Utah,41.5035,-112.0453,19602,3288
Holtsville,New York,40.8124,-73.0447,19597,3289
Lexington,North Carolina,35.8018,-80.2682,19595,3290
Erlanger,Kentucky,39.0109,-84.5864,19577,3291
Hermosa Beach,California,33.8653,-118.3962,19551,3292
East Massapequa,New York,40.6742,-73.4359,19508,3293
West Mifflin,Pennsylvania,40.3581,-79.9073,19506,3294
Orinda,California,37.8808,-122.179,19477,3295
Hawthorne,New Jersey,40.9579,-74.1582,19456,3296
Angleton,Texas,29.1721,-95.4293,19452,3297
Clifton,Colorado,39.0764,-108.4605,19443,3298
Lake Forest,Illinois,42.238,-87.8596,19436,3299
Madisonville,Kentucky,37.3409,-87.5034,19433,3300
Bartow,Florida,27.8868,-81.8214,19424,3301
Lynn Haven,Florida,30.2337,-85.637,19421,3302
Zachary,Louisiana,30.6643,-91.1634,19401,3303
Sweetwater,Florida,25.7785,-80.376,19399,3304
Sartell,Minnesota,45.6188,-94.2206,19382,3305
Englewood,Florida,26.9717,-82.3524,19378,3306
Prunedale,California,36.8064,-121.6555,19372,3307
Seabrook,Maryland,38.9802,-76.8502,19369,3308
Boone,North Carolina,36.2111,-81.6669,19368,3309
Prichard,Alabama,30.7735,-88.1301,19353,3310
Brookfield,Illinois,41.8245,-87.847,19349,3311
Warrensburg,Missouri,38.7627,-93.726,19317,3312
Stillwater,Minnesota,45.0573,-92.8313,19316,3313
Naples,Florida,26.1504,-81.7936,19315,3314
Twinsburg,Ohio,41.322,-81.4451,19291,3315
Sudley,Virginia,38.7878,-77.4961,19289,3316
Seminole,Florida,27.8435,-82.784,19287,3317
Cutlerville,Michigan,42.8403,-85.6734,19281,3318
Ashland,Ohio,40.8668,-82.3156,19270,3319
Highland,Utah,40.4276,-111.7957,19267,3320
Hermiston,Oregon,45.8326,-119.2854,19267,3321
Maitland,Florida,28.6295,-81.3718,19266,3322
Ferndale,Michigan,42.4592,-83.1313,19264,3323
Sherrelwood,Colorado,39.839,-105.0014,19254,3324
Valle Vista,California,33.7436,-116.8871,19252,3325
Groveland,Florida,28.6098,-81.8246,19240,3326
Roosevelt,New York,40.6797,-73.5837,19233,3327
Orange,Texas,30.1226,-93.7607,19221,3328
Springboro,Ohio,39.5615,-84.2348,19218,3329
Harrison,New Jersey,40.7431,-74.1531,19217,3330
Maumelle,Arkansas,34.8522,-92.4,19183,3331
Badger,Alaska,64.8006,-147.3877,19182,3332
Tinton Falls,New Jersey,40.2708,-74.0949,19180,3333
Rosedale,California,35.3886,-119.2058,19174,3334
Deerfield,Illinois,42.1654,-87.8516,19173,3335
Cedar Mill,Oregon,45.5355,-122.8006,19151,3336
Durango,Colorado,37.2659,-107.8781,19148,3337
Knightdale,North Carolina,35.7911,-78.4966,19127,3338
Central Point,Oregon,42.3764,-122.9111,19123,3339
Midlothian,Virginia,37.4856,-77.6522,19123,3340
White Oak,Ohio,39.2106,-84.606,19101,3341
Liberal,Kansas,37.0466,-100.9295,19099,3342
Lumberton,North Carolina,34.6312,-79.0186,19099,3343
Haslett,Michigan,42.7525,-84.402,19091,3344
Tavares,Florida,28.792,-81.7352,19088,3345
Winchester,Kentucky,38.0018,-84.1908,19080,3346
Cocoa,Florida,28.382,-80.7675,19073,3347
Dixon,California,38.4469,-121.825,19071,3348
Sylvania,Ohio,41.71,-83.7092,19042,3349
Cumberland,Maryland,39.6515,-78.7584,19041,3350
Cimarron Hills,Colorado,38.8597,-104.6995,19039,3351
Point Pleasant,New Jersey,40.0772,-74.0702,19024,3352
Norwood,Ohio,39.1605,-84.4535,19018,3353
North Valley Stream,New York,40.684,-73.7077,19016,3354
West Chester,Pennsylvania,39.9601,-75.6058,19016,3355
Fate,Texas,32.943,-96.3858,19010,3356
Fayetteville,Georgia,33.4501,-84.471,19010,3357
Gautier,Mississippi,30.4106,-88.6568,19007,3358
Ellensburg,Washington,46.9999,-120.5475,19003,3359
Greenfield,California,36.3242,-121.2428,18998,3360
Weirton,West Virginia,40.406,-80.5671,18971,3361
Ansonia,Connecticut,41.3443,-73.0689,18954,3362
Fox Crossing,Wisconsin,44.2228,-88.4763,18949,3363
Pinole,California,37.9931,-122.2833,18946,3364
Augusta,Maine,44.3341,-69.7319,18938,3365
Harrisburg,North Carolina,35.3125,-80.6485,18934,3366
Franklin Farm,Virginia,38.9133,-77.3969,18903,3367
Matteson,Illinois,41.5095,-87.7468,18898,3368
San Carlos Park,Florida,26.4765,-81.8193,18888,3369
Lake Shore,Maryland,39.103,-76.4876,18872,3370
Coronado,California,32.6649,-117.1604,18871,3371
Alsip,Illinois,41.6701,-87.7368,18866,3372
Cinco Ranch,Texas,29.7395,-95.7607,18856,3373
North Myrtle Beach,South Carolina,33.8232,-78.7082,18850,3374
Santa Fe Springs,California,33.9329,-118.0625,18840,3375
Ronkonkoma,New York,40.8037,-73.1246,18838,3376
Onalaska,Wisconsin,43.8883,-91.2075,18837,3377
Lakeway,Texas,30.3544,-97.9864,18835,3378
Bradfordville,Florida,30.5735,-84.2055,18833,3379
Republic,Missouri,37.1452,-93.4446,18824,3380
Brownwood,Texas,31.7127,-98.9767,18820,3381
Sheridan,Wyoming,44.7961,-106.9642,18807,3382
Syosset,New York,40.8157,-73.502,18807,3383
East St. Louis,Illinois,38.6155,-90.1304,18796,3384
Marshfield,Wisconsin,44.6627,-90.1728,18795,3385
Wisconsin Rapids,Wisconsin,44.3927,-89.8265,18783,3386
Springfield,Tennessee,36.4949,-86.8711,18775,3387
Chowchilla,California,37.1095,-120.2349,18772,3388
Durant,Oklahoma,33.9949,-96.3923,18759,3389
Rutherford,New Jersey,40.8203,-74.1057,18754,3390
Hopkins,Minnesota,44.9259,-93.4056,18752,3391
Bayshore Gardens,Florida,27.4345,-82.5793,18745,3392
Thomasville,Georgia,30.8394,-83.9782,18744,3393
Palestine,Texas,31.7544,-95.6471,18741,3394
Wallingford Center,Connecticut,41.4499,-72.8189,18738,3395
Lansdale,Pennsylvania,40.2417,-75.2812,18727,3396
Phoenixville,Pennsylvania,40.1359,-75.5201,18723,3397
Country Walk,Florida,25.633,-80.4353,18719,3398
South San Jose Hills,California,34.0123,-117.9043,18717,3399
Altus,Oklahoma,34.6565,-99.3061,18711,3400
Ottawa,Illinois,41.3555,-88.8261,18708,3401
Creve Coeur,Missouri,38.662,-90.443,18679,3402
Martinsburg,West Virginia,39.4582,-77.9776,18678,3403
Round Lake,Illinois,42.3435,-88.1059,18677,3404
Bensenville,Illinois,41.9579,-87.9442,18673,3405
Trinity,Florida,28.1809,-82.6582,18672,3406
Seagoville,Texas,32.653,-96.5456,18658,3407
Centerton,Arkansas,36.3566,-94.2971,18655,3408
St. Michael,Minnesota,45.2014,-93.692,18648,3409
Castaic,California,34.4818,-118.6316,18643,3410
Knik-Fairview,Alaska,61.5082,-149.6252,18619,3411
Fairwood,Washington,47.4467,-122.143,18612,3412
Bellwood,Illinois,41.8829,-87.8762,18611,3413
Concord,Missouri,38.5117,-90.3574,18606,3414
Five Forks,South Carolina,34.8069,-82.2271,18592,3415
Preakness,New Jersey,40.9382,-74.2242,18591,3416
Lebanon,Oregon,44.5317,-122.9071,18587,3417
Anna,Texas,33.3472,-96.5508,18585,3418
Colonia,New Jersey,40.5926,-74.3148,18581,3419
Clive,Iowa,41.6147,-93.798,18576,3420
Elizabeth City,North Carolina,36.2942,-76.236,18570,3421
Nederland,Texas,29.9707,-94.0015,18569,3422
Kingsland,Georgia,30.8194,-81.7216,18563,3423
Shenandoah,Louisiana,30.4019,-91.002,18561,3424
Berea,Ohio,41.3696,-81.8641,18550,3425
Ferguson,Missouri,38.749,-90.295,18546,3426
Arcata,California,40.8615,-124.0758,18536,3427
Newton,Kansas,38.0368,-97.3449,18527,3428
Parole,Maryland,38.9863,-76.5518,18527,3429
Oxon Hill,Maryland,38.7884,-76.9727,18526,3430
Melville,New York,40.7824,-73.4088,18526,3431
Iselin,New Jersey,40.5697,-74.3172,18511,3432
Brook Park,Ohio,41.4036,-81.8219,18509,3433
St. Marys,Georgia,30.7567,-81.5722,18507,3434
Alton,Texas,26.2884,-98.3098,18493,3435
Laurel,Virginia,37.6375,-77.5062,18480,3436
Boerne,Texas,29.7847,-98.7292,18475,3437
La Marque,Texas,29.3683,-94.9941,18464,3438
Princeton,Texas,33.1778,-96.5044,18441,3439
Arroyo Grande,California,35.1241,-120.5845,18435,3440
Albert Lea,Minnesota,43.6548,-93.3643,18434,3441
Cullman,Alabama,34.1775,-86.8407,18434,3442
Johnstown,Pennsylvania,40.326,-78.9194,18429,3443
Dover,New Jersey,40.8859,-74.5597,18426,3444
New River,Arizona,33.8835,-112.0858,18422,3445
Trenton,Michigan,42.1394,-83.1929,18420,3446
Ocean Springs,Mississippi,30.4082,-88.7861,18417,3447
Winder,Georgia,33.9917,-83.7218,18414,3448
Tallmadge,Ohio,41.1023,-81.4216,18411,3449
Fairmont,West Virginia,39.4768,-80.1491,18402,3450
North Babylon,New York,40.7314,-73.3248,18393,3451
Crowley,Texas,32.5781,-97.3585,18392,3452
North Bay Shore,New York,40.7602,-73.2617,18392,3453
Franklin Park,Illinois,41.9361,-87.8794,18374,3454
Newburyport,Massachusetts,42.8124,-70.8878,18356,3455
Redland,Maryland,39.1339,-77.1464,18346,3456
Maryland City,Maryland,39.1016,-76.8051,18345,3457
Lake Ronkonkoma,New York,40.8297,-73.1128,18339,3458
West Haven,Utah,41.2083,-112.0541,18334,3459
Calverton,Maryland,39.0578,-76.9488,18324,3460
Lenoir,North Carolina,35.9094,-81.5249,18301,3461
Panama City Beach,Florida,30.237,-85.8776,18281,3462
Pinecrest,Florida,25.665,-80.3042,18279,3463
Palos Hills,Illinois,41.6986,-87.8266,18278,3464
Phelan,California,34.4398,-117.5248,18272,3465
Burlington,Kentucky,39.0223,-84.7217,18264,3466
Amsterdam,New York,42.942,-74.1906,18244,3467
Manchester,Missouri,38.583,-90.5064,18240,3468
Centralia,Washington,46.7223,-122.9696,18234,3469
Ocean Acres,New Jersey,39.743,-74.2805,18229,3470
Kingstowne,Virginia,38.7625,-77.1444,18228,3471
North Massapequa,New York,40.7031,-73.4678,18198,3472
Oconomowoc,Wisconsin,43.0996,-88.4948,18178,3473
Steubenville,Ohio,40.3653,-80.6519,18175,3474
Sycamore,Illinois,41.9957,-88.6821,18171,3475
Logansport,Indiana,40.7472,-86.352,18166,3476
Colonial Heights,Virginia,37.265,-77.3969,18158,3477
Guayama,Puerto Rico,17.9743,-66.1104,18153,3478
Schofield Barracks,Hawaii,21.4936,-158.0617,18133,3479
Portsmouth,Ohio,38.7538,-82.9445,18130,3480
Canby,Oregon,45.2652,-122.6867,18127,3481
Bourbonnais,Illinois,41.183,-87.8784,18125,3482
Menasha,Wisconsin,44.2125,-88.4271,18125,3483
McAlester,Oklahoma,34.9257,-95.7734,18110,3484
Shorewood,Illinois,41.5169,-88.2146,18109,3485
Niles,Ohio,41.1879,-80.7531,18107,3486
White Settlement,Texas,32.7554,-97.4605,18106,3487
Fort Carson,Colorado,38.7095,-104.772,18105,3488
Hybla Valley,Virginia,38.7484,-77.0821,18104,3489
Cudahy,Wisconsin,42.9467,-87.8641,18087,3490
East Riverdale,Maryland,38.96,-76.9109,18080,3491
Scarsdale,New York,40.9902,-73.7773,18061,3492
Spanish Lake,Missouri,38.7884,-90.2077,18051,3493
Bryn Mawr-Skyway,Washington,47.4949,-122.241,18032,3494
Tillmans Corner,Alabama,30.5819,-88.2128,18018,3495
Dumont,New Jersey,40.9452,-73.9923,18014,3496
Nipomo,California,35.0319,-120.4985,18009,3497
Ashtabula,Ohio,41.8805,-80.7984,18003,3498
Terrell,Texas,32.734,-96.2931,18001,3499
Cameron Park,California,38.6738,-120.9872,17995,3500
Wantagh,New York,40.6686,-73.5104,17995,3501
Mount Washington,Kentucky,38.043,-85.5551,17987,3502
Sevierville,Tennessee,35.8872,-83.5678,17986,3503
Cohoes,New York,42.7732,-73.7077,17960,3504
Blythe,California,33.6219,-114.6195,17949,3505
Burke Centre,Virginia,38.7903,-77.2999,17926,3506
Ammon,Idaho,43.4745,-111.9568,17921,3507
Alice,Texas,27.7556,-98.0653,17916,3508
Natchitoches,Louisiana,31.7315,-93.0975,17908,3509
Franconia,Virginia,38.7682,-77.1587,17906,3510
Glenvar Heights,Florida,25.709,-80.3155,17902,3511
Mebane,North Carolina,36.0852,-79.2736,17899,3512
Tiffin,Ohio,41.1165,-83.1805,17894,3513
Anoka,Minnesota,45.2099,-93.3893,17892,3514
Cary,Illinois,42.2129,-88.2494,17880,3515
Steiner Ranch,Texas,30.3654,-97.896,17879,3516
Gibsonton,Florida,27.826,-82.3761,17879,3517
Selma,Alabama,32.4166,-87.0336,17875,3518
Bay City,Texas,28.9838,-95.9601,17869,3519
Farmington,Missouri,37.7822,-90.4282,17859,3520
Pataskala,Ohio,40.011,-82.7155,17843,3521
Brownsville,Florida,25.8216,-80.2417,17817,3522
Charleston,Illinois,39.4842,-88.1781,17795,3523
Godfrey,Illinois,38.9577,-90.2156,17791,3524
Idylwood,Virginia,38.8896,-77.2056,17788,3525
North Canton,Ohio,40.8742,-81.3971,17773,3526
Lake Butler,Florida,28.4862,-81.546,17765,3527
Willimantic,Connecticut,41.7171,-72.2114,17762,3528
Troy,Alabama,31.8021,-85.9664,17757,3529
Cahokia Heights,Illinois,38.571,-90.1525,17753,3530
North Aurora,Illinois,41.8086,-88.3414,17750,3531
McKeesport,Pennsylvania,40.3418,-79.844,17749,3532
Live Oak,California,36.986,-121.9804,17707,3533
Hope Mills,North Carolina,34.971,-78.9597,17671,3534
Anacortes,Washington,48.4878,-122.6292,17667,3535
Brenham,Texas,30.1584,-96.3966,17655,3536
Pinehurst,North Carolina,35.1922,-79.4684,17653,3537
Mount Holly,North Carolina,35.3136,-81.0073,17644,3538
Camano,Washington,48.1865,-122.4708,17642,3539
Gretna,Louisiana,29.9101,-90.0515,17640,3540
Stuart,Florida,27.1959,-80.2444,17639,3541
Jacksonville,Illinois,39.7292,-90.2317,17639,3542
Siloam Springs,Arkansas,36.1844,-94.5315,17632,3543
Woodmere,New York,40.6375,-73.7219,17632,3544
Eastlake,Ohio,41.6581,-81.4322,17625,3545
El Dorado,Arkansas,33.2184,-92.664,17606,3546
Storrs,Connecticut,41.8083,-72.2514,17606,3547
